state,county,fips,population,pop_density,date,cases,case_ratio,deaths,deaths_ratio,Median AQI in 2019,stay at home order,Mandatory Quarantine for Travelers,NonNoEssential Business Closures,Large Gatherings Ban,StateNoMandated School Closures,Bar/Restaurant Limits,Primary Election Postponement,Emergency Declaration,Total.x,ar_Under_1_years_White,ar_1_to_9_years_White,ar_10_to_14_years_White,ar_15_to_17_years_White,ar_18_and_19_years_White,ar_20_to_24_years_White,ar_25_to_29_years_White,ar_30_to_34_years_White,ar_35_to_44_years_White,ar_45_to_54_years_White,ar_55_to_64_years_White,ar_65_to_74_years_White,ar_75_to_84_years_White,ar_85_years_and_over_White,ar_Under_1_years_Black,ar_1_to_9_years_Black,ar_10_to_14_years_Black,ar_15_to_17_years_Black,ar_18_and_19_years_Black,ar_20_to_24_years_Black,ar_25_to_29_years_Black,ar_30_to_34_years_Black,ar_35_to_44_years_Black,ar_45_to_54_years_Black,ar_55_to_64_years_Black,ar_65_to_74_years_Black,ar_75_to_84_years_Black,ar_85_years_and_over_Black,ar_Under_1_years_Native,ar_1_to_9_years_Native,ar_10_to_14_years_Native,ar_15_to_17_years_Native,ar_18_and_19_years_Native,ar_20_to_24_years_Native,ar_25_to_29_years_Native,ar_30_to_34_years_Native,ar_35_to_44_years_Native,ar_45_to_54_years_Native,ar_55_to_64_years_Native,ar_65_to_74_years_Native,ar_75_to_84_years_Native,ar_85_years_and_over_Native,ar_Under_1_years_Asian,ar_1_to_9_years_Asian,ar_10_to_14_years_Asian,ar_15_to_17_years_Asian,ar_18_and_19_years_Asian,ar_20_to_24_years_Asian,ar_25_to_29_years_Asian,ar_30_to_34_years_Asian,ar_35_to_44_years_Asian,ar_45_to_54_years_Asian,ar_55_to_64_years_Asian,ar_65_to_74_years_Asian,ar_75_to_84_years_Asian,ar_85_years_and_over_Asian,ar_Under_1_years_PI,ar_1_to_9_years_PI,ar_10_to_14_years_PI,ar_15_to_17_years_PI,ar_18_and_19_years_PI,ar_20_to_24_years_PI,ar_25_to_29_years_PI,ar_30_to_34_years_PI,ar_35_to_44_years_PI,ar_45_to_54_years_PI,ar_55_to_64_years_PI,ar_65_to_74_years_PI,ar_75_to_84_years_PI,ar_85_years_and_over_PI,ar_Under_1_years_Hispanic,ar_1_to_9_years_Hispanic,ar_10_to_14_years_Hispanic,ar_15_to_17_years_Hispanic,ar_18_and_19_years_Hispanic,ar_20_to_24_years_Hispanic,ar_25_to_29_years_Hispanic,ar_30_to_34_years_Hispanic,ar_35_to_44_years_Hispanic,ar_45_to_54_years_Hispanic,ar_55_to_64_years_Hispanic,ar_65_to_74_years_Hispanic,ar_75_to_84_years_Hispanic,ar_85_years_and_over_Hispanic,ar_Under_1_years_With_a_disability,ar_Under 5 years_ With a disability,ar_5 to 17 years_ With a disability,ar_18_to_34_years_With_a_disability,ar_35_to_64_years_With_a_disability,ar_65_to_74_years_With_a_disability,ar_75_years_and_over_With_a_disability,Some other race alone,Car truck or van,Car truck or van_Drove alone,Car truck or van_Carpooled,Car truck or van_Carpooled_In 2_person carpool,Car truck or van_Carpooled_In 3_person carpool,Car truck or van_Carpooled_In 4_person carpool,Car truck or van_Carpooled_In 5_ or 6_person carpool,Car truck or van_Carpooled_In 7_or_more_person carpool,Motorcycle,Bicycle,Walked,Other means,Worked at home,Family households,Family households_Married_couple family,Family households_Other family,Family households_Other family_Male householder no wife present,Family households_Other family_Female householder no husband present,Nonfamily households,Nonfamily households_Householder living alone,Nonfamily households_Householder not living alone
South Dakota,Davison,46035,19775,46,3/24/2020,2,0.010114,1,0.005057,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,18546,5.586110212,6.545885905,6.146878033,3.623422841,2.933247061,8.185053381,6.696861857,6.243934002,11.17222042,11.75455624,13.81429958,9.036989108,5.15475035,1.951903375,0,0.075487976,0,0,0.107839965,0.107839965,0.03235199,0,0,0,0.03235199,0,0,0,0.053919983,0.053919983,0.248031921,0.301951903,0.021567993,0.075487976,1.294079586,0.107839965,0.291167907,0.010783997,0.107839965,0,0,0,0,0,0.086271972,0,0,0,0,0,0.129407959,0.086271972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129407959,0.107839965,0.129407959,0.323519896,0.053919983,1.197023617,0,0.204895934,0.711743772,0.399007872,0.226463928,0,0,0,0,0,2.005823358,2.253855279,3.752830799,3.472446889,3.105791006,0.879353,47.5152,43.435003,4.080197,2.351641,0.768806,0.246219,0.59796,0.115572,0.080398,0.150746,0.924577,0.638159,2.009949,26.501181,21.456208,5.044973,1.633084,3.411889,17.149892,14.351038,2.798854
South Dakota,Day,46037,5424,5,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,4796,4.46205171,7.464553795,3.919933278,3.711426188,0.291909925,6.130108424,4.253544621,5.379482902,10.55045872,11.50959133,18.34862385,14.7206005,8.632193495,2.543786489,0,0,0,0,0,1.417848207,0,0,0,0,0,0,0,0,1.084236864,1.75145955,2.919099249,0.542118432,1.626355296,0.291909925,0.417014178,0.959132611,0.041701418,2.12677231,1.042535446,0.667222686,0.208507089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250208507,0.250208507,0.166805671,0,1.417848207,0.125104254,0.750625521,0.58381985,0,0,0.500417014,0,0,0,0,0.166805671,0.417014178,4.503753128,4.378648874,4.170141785,0.18162,37.813295,34.525972,3.287323,2.252089,0.799128,0.09081,0.145296,0,0,0.290592,3.414457,0.417726,5.70287,30.021794,23.501635,6.52016,2.887759,3.632401,17.181257,15.40138,1.779876
South Dakota,Deuel,46039,4351,7,4/4/2020,1,0.055741,0,0,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,4288,7.042910448,6.483208955,7.60261194,4.570895522,0.979477612,5.550373134,4.710820896,6.809701493,11.24067164,12.73320896,17.39738806,11.19402985,6.25,2.332089552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046641791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513059701,0.233208955,0.46641791,0,0,0,0,1.305970149,0,0,1.679104478,0,0,0,0.326492537,0.326492537,0.513059701,0.606343284,5.736940299,2.65858209,4.291044776,0.06967,45.053414,37.761263,7.29215,4.412448,0.88249,0.278681,1.532745,0.185787,0.023223,0,1.254064,0.278681,5.225267,28.61124,24.872271,3.738969,1.927543,1.811426,13.167673,11.890386,1.277288
South Dakota,Dewey,46041,5892,2,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,1170,8.888888889,5.128205128,4.615384615,2.564102564,0.512820513,7.35042735,3.076923077,4.444444444,11.11111111,14.7008547,21.53846154,10.42735043,9.230769231,0.512820513,0,0,0,0,0,0,0,0,0.512820513,0,0,0,0,0,57.09401709,43.93162393,39.82905983,22.05128205,11.96581197,28.71794872,23.58974359,22.90598291,38.11965812,38.63247863,29.05982906,17.94871795,4.102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88034188,2.735042735,0,0,1.196581197,0.512820513,0,0.683760684,1.025641026,0.341880342,0,0,0,0.854700855,0.854700855,7.008547009,1.709401709,26.4957265,6.495726496,6.666666667,0.069216,28.257484,26.527081,1.730403,1.695795,0.034608,0,0,0,0,0.017304,0.969026,0.17304,5.139297,20.314933,11.611005,8.703928,2.560997,6.142931,8.530888,7.354214,1.176674
South Dakota,Douglas,46043,2921,7,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,2790,6.021505376,4.58781362,7.025089606,4.659498208,0.860215054,6.093189964,4.874551971,5.376344086,8.100358423,12.61648746,16.63082437,12.25806452,6.523297491,3.799283154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071684588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075268817,0,0,0,0,0,0,0.358422939,0.501792115,3.082437276,3.369175627,3.584229391,0.068259,39.488055,36.416382,3.071672,2.696246,0.307167,0.03413,0.03413,0,0.102389,0.238908,2.21843,0.614334,5.870307,31.12628,29.215017,1.911263,1.16041,0.750853,11.535836,9.96587,1.569966
South Dakota,Edmunds,46045,3829,4,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,3857,5.807622505,6.948405496,4.926108374,3.785325382,1.140782992,7.103966814,5.963183822,5.133523464,9.955924293,12.756028,16.38579207,10.94114597,7.46694322,3.111226342,0,0,0,0,0,0,0,0,0,0,0.051853772,0,0,0,0,0.051853772,0.103707545,0.103707545,0,0.362976407,0.155561317,0,0.103707545,0,0,0,0.103707545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259268862,0.103707545,0,0.311122634,0,0,0.259268862,0.155561317,0,0,0,0,0,0.155561317,0.155561317,0.829660358,1.503759398,4.355716878,1.814882033,3.526056521,0.35533,42.385787,37.15736,5.228426,3.19797,1.878173,0.152284,0,0,0,0.050761,0.964467,0.126904,5.050761,26.751269,22.791878,3.959391,2.005076,1.954315,12.918782,10.862944,2.055838
South Dakota,Fall River,46047,6713,4,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,5879,4.286443273,3.572036061,5.885354652,4.388501446,2.891648239,3.776152407,3.503997278,3.776152407,9.219254975,13.33560129,19.45909168,17.51998639,6.905936384,4.660656574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.803027726,0,1.360775642,0,0.136077564,0.034019391,1.088620514,0.102058173,0,0.306174519,0,0.442252084,0,0,0,0,0,0.578329648,0,0,0,0,0.612349039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816465385,0,0.850484776,0,0,0.272155128,0.408232693,0.986562341,0,0.680387821,0,0,0,1.530872597,2.007144072,8.981119238,6.191529172,3.674094234,1.52052,38.012991,33.067611,4.945379,3.070564,0.324771,1.550044,0,0,0,0,3.779156,0.413345,4.192501,27.871273,21.25775,6.613522,0.944789,5.668733,18.172424,16.696191,1.476233
South Dakota,Faulk,46049,2299,2,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,2206,9.610154125,6.980961015,6.61831369,3.173164098,1.269265639,3.173164098,1.99456029,4.533091568,10.33544878,11.60471442,16.95376247,10.87941976,5.530371714,3.898458749,0,0,0,0,0,0,0,0.090661831,0,0,0,0,0,0,0.090661831,0,0,0,0.181323663,2.719854941,2.538531278,0.090661831,0,2.62919311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.719854941,0,0,0,0,0,0,0,0,0,0,0.181323663,5.439709882,4.805077063,0.63463282,2.719854941,0,34.668389,32.08441,2.583979,2.067183,0.172265,0.344531,0,0,0,0,6.761413,0.215332,4.995693,23.126615,20.585702,2.540913,0.904393,1.63652,15.719208,14.513351,1.205857
South Dakota,Grant,46051,7052,11,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,6835,5.618141917,7.490855889,6.934893928,4.067300658,2.077542063,5.442574982,4.681784931,4.623262619,12.34820775,13.19678127,17.3518654,11.23628383,6.525237747,1.580102414,0,0,0,0,0,0.321872714,0,0,0,0,0,0,0,0,0,0,0,0.790051207,0,0.175566935,0,0.087783467,3.482077542,0.790051207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087783467,0.526700805,0.526700805,0.292611558,0,0.117044623,0.087783467,0,1.199707388,0.263350402,0,0,0,0,0,0,0.819312363,1.375274323,8.193123628,3.540599854,3.277249451,0.29098,46.584453,40.030484,6.55397,5.500901,0.554247,0.29098,0.207843,0,0.013856,0,1.95372,0,2.355549,29.610642,24.026604,5.584038,2.106138,3.477899,14.895386,12.872385,2.023001
South Dakota,Gregory,46053,4185,4,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,3700,6.432432432,6.378378378,6.432432432,4.27027027,2.378378378,4.810810811,3.837837838,4.486486486,10.86486486,11.62162162,16.48648649,13.56756757,8.756756757,2.648648649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972972973,0.648648649,1.567567568,0,0.108108108,0.162162162,0.864864865,0.054054054,2.054054054,0.216216216,1.675675676,0.162162162,0,0,0,0,0,0,0,0,0,0,0.864864865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108108108,0.378378378,0.216216216,0,0,0,0,0,0.162162162,0,0,0,0,0,0,0,0.756756757,2.540540541,4.918918919,4.432432432,4.864864865,0.357058,41.347298,37.276839,4.070459,2.689836,0.92835,0.380862,0.071412,0,0,0.095215,3.665794,0.095215,2.689836,27.231612,21.494882,5.736729,1.761485,3.975244,16.686503,15.61533,1.071174
South Dakota,Haakon,46055,1899,1,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,1970,3.45177665,4.467005076,5.685279188,4.974619289,1.725888325,8.83248731,4.162436548,6.700507614,9.949238579,11.57360406,16.34517766,9.137055838,9.746192893,2.131979695,0,0,0,0,0,0,0,0,0,0.101522843,0,0,0,0,0,0,0,1.319796954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304568528,0,0,0,0,0,0,0,0,0,0,1.015228426,0,5.177664975,1.827411168,7.30964467,0,35.06244,33.573487,1.488953,1.488953,0,0,0,0,0,0,4.226705,0,5.427474,31.123919,26.320845,4.803074,2.641691,2.161383,12.536023,12.295869,0.240154
South Dakota,Hamlin,46057,6164,12,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,5805,9.061154177,9.061154177,9.130060293,5.167958656,2.204995693,5.478036176,5.891472868,5.030146425,11.02497847,10.74935401,13.22997416,8.992248062,4.926787252,1.136950904,0,0,0,0.034453058,0,0,0,0,0,0,0,0.44788975,0,0,0,0,0,0,0,0,0,0,0,0.689061154,0.068906115,0,0,0,0,0,0.137812231,0,0,0,0,0,0,0.103359173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516795866,0.689061154,0.103359173,0.689061154,0,0.068906115,2.239448751,0,1.20585702,0.378983635,0.378983635,0,0,0,0,0,0.516795866,0.44788975,4.06546081,1.584840655,2.204995693,1.066667,38.083333,33.55,4.533333,3.15,1.033333,0.25,0.1,0,0.066667,0.233333,2.833333,0.433333,4.683333,27.4,23.283333,4.116667,2.083333,2.033333,9.516667,6.483333,3.033333
South Dakota,Hand,46059,3191,2,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,3256,6.633906634,7.248157248,5.098280098,2.764127764,1.842751843,6.572481572,6.01965602,4.484029484,9.398034398,13.51351351,16.15479115,10.44226044,7.73955774,4.72972973,0,0.184275184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368550369,0.245700246,0,0,0,0,0,0,0,0,0.245700246,0,0,0,0,0,1.474201474,1.28992629,3.501228501,2.395577396,6.511056511,0,41.956983,38.897304,3.059679,2.029688,0.484702,0.363526,0.181763,0,0,0.212057,2.665859,0.121175,7.331112,29.445623,25.446834,3.998788,0.908816,3.089973,16.540442,15.207513,1.332929
South Dakota,Hanson,46061,3453,8,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,3384,7.742316785,8.569739953,10.28368794,5.319148936,2.836879433,4.550827423,4.01891253,4.255319149,12.8250591,12.23404255,12.52955083,10.9929078,3.073286052,1.122931442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059101655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.241134752,0.531914894,4.669030733,2.836879433,2.895981087,0,42.037092,36.9738,5.063291,3.826906,0.353253,0.529879,0.353253,0,0.058875,0.058875,1.295261,0.088313,3.238151,23.108625,20.665293,2.443332,1.030321,1.413011,8.360318,7.653812,0.706506
South Dakota,Harding,46063,1298,1,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,1198,4.841402337,7.679465776,4.841402337,3.839732888,0.500834725,5.342237062,5.175292154,9.348914858,9.18196995,16.02671119,16.360601,12.68781302,6.010016694,0,0,0,0,0,0,2.170283806,0,0,2.337228715,0,0,0,0,0,0,0,0,2.003338898,0,2.337228715,0,0,1.502504174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667779633,0,1.168614357,0,0,0,0,0,0,0,0,0,0,0.500834725,1.001669449,6.677796327,3.67278798,0,1.29672,33.409611,27.231121,6.17849,4.88177,0.152555,1.144165,0,0,0.076278,0,4.729214,0.305111,13.653699,29.519451,26.086957,3.432494,0.686499,2.745995,12.280702,10.37376,1.906941
South Dakota,Hughes,46065,17526,22,3/30/2020,1,0.005706,0,0,14,No,No,No,>10 People Prohibited,Yes,No,No,Yes,14770,6.106973595,8.070412999,4.170616114,3.574813812,2.518618822,3.981042654,6.066350711,7.433987813,11.48273527,12.56601219,15.73459716,10.7379824,4.739336493,2.058226134,0,0.176032498,0,0,0,0,0,0.013540961,0,0,0.433310765,0,0,0,1.787406906,2.423832092,0.582261341,0.785375762,0.297901151,1.096817874,1.069735951,0.988490183,1.651997292,1.597833446,0.7718348,0.09478673,0.216655383,0.243737305,0,0,0,0,0,0,0.934326337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108327691,0.555179418,0.135409614,0.081245768,0.054163846,0,0.324983074,1.205145565,0.09478673,0.067704807,0.148950575,0.027081923,0,0,0,0,0.974949221,1.949898443,5.348679756,3.466486121,2.762356127,0.283817,48.288585,43.378555,4.91003,3.621502,0.91389,0.210024,0.164614,0,0.068116,0.039734,1.856162,0.102174,1.504229,23.670318,19.095192,4.575126,2.259181,2.315945,18.782994,16.535165,2.247829
South Dakota,Hutchinson,46067,7291,9,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,7033,7.877150576,5.801222807,6.284658041,3.696857671,2.019053036,5.147163373,4.322479738,4.891227072,10.29432675,12.00056875,15.46992748,9.924640978,6.341532774,4.066543438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2559363,0,0.284373667,0,0.909995734,0.938433101,0,0.142186833,0,0.312811034,0.199061567,0,0,0.199061567,0,0,0,0,0,0,0.142186833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227498934,0.483435234,0.312811034,0,0,1.222806768,0.227498934,0,0.142186833,0,0.1706242,0.056874733,0,0,0.284373667,0.284373667,0.739371534,1.592492535,5.659035973,2.104365136,4.407791838,0.027341,38.209159,35.584416,2.624744,1.613124,0.833903,0.177717,0,0,0.068353,0.710868,3.226247,0.792891,6.042379,26.192755,22.255639,3.937116,1.476418,2.460697,12.932331,11.989064,0.943267
South Dakota,Hyde,46069,1301,2,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,1132,5.300353357,4.06360424,5.123674912,5.477031802,1.943462898,3.356890459,3.533568905,6.183745583,10.07067138,8.480565371,19.25795053,12.8975265,9.010600707,2.473498233,0,0,0,0,1.590106007,0,0,0,0,0,1.236749117,0,0,0,1.766784452,2.120141343,0,0,0,0,1.766784452,0,2.120141343,4.593639576,0.883392226,0.883392226,1.590106007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706713781,0,0,0,0,0,0,0,0,0,0,0,1.060070671,0.706713781,4.593639576,3.886925795,1.943462898,0.375657,34.410218,31.404959,3.005259,0.901578,2.103681,0,0,0,0,0.225394,6.761833,0.450789,7.062359,27.498122,22.764838,4.733283,2.178813,2.55447,17.430503,16.679189,0.751315
South Dakota,Jackson,46071,3344,2,,,,,,41,No,No,No,>10 People Prohibited,Yes,No,No,Yes,1292,6.346749226,4.643962848,0.92879257,2.941176471,5.572755418,4.024767802,5.72755418,5.108359133,8.204334365,13.93188854,19.3498452,14.39628483,7.120743034,4.953560372,0,0,0,0,0,0.464396285,0,0,0,0,0,0,0,0,19.19504644,9.133126935,17.64705882,7.275541796,3.095975232,8.204334365,7.894736842,7.430340557,14.86068111,17.18266254,12.84829721,7.275541796,3.095975232,0.619195046,0,0,0,0,1.083591331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464396285,0,0,0,0,0,0,0,0,0,0,2.167182663,11.60990712,12.53869969,4.953560372,6.656346749,0.121692,19.318528,17.310618,2.00791,1.034378,0.821418,0,0.152114,0,0,0,4.806815,0.42592,5.141466,19.683602,11.530271,8.153331,2.525099,5.628232,7.210222,6.358382,0.851841
South Dakota,Jerauld,46073,2013,4,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,1982,7.467204844,6.659939455,7.870837538,1.917255298,3.632694248,2.320887992,2.018163471,7.568113017,8.980827447,8.274470232,19.17255298,12.91624622,7.36629667,2.018163471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504540868,1.009081736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302724521,0.403632694,0,0,0,0.504540868,0,0.302724521,0.403632694,0.201816347,0,0.302724521,0,0,0,0,0.100908174,1.816347124,3.935418769,3.733602422,3.531786075,0.295712,38.738295,34.154756,4.583539,2.119271,0.246427,0.887137,1.232134,0.098571,0,0,4.287827,0.887137,2.168556,26.761952,24.051257,2.710695,0.73928,1.971414,18.432725,14.933465,3.499261
South Dakota,Jones,46075,903,1,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,725,0,3.586206897,4.413793103,4.689655172,0,2.482758621,4.137931034,8.275862069,8.275862069,7.448275862,31.72413793,7.448275862,17.10344828,0.827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655172414,0,4.413793103,2.482758621,6.344827586,0,32.244898,30.340136,1.904762,1.904762,0,0,0,0,0,0,13.741497,1.088435,6.394558,29.931973,25.170068,4.761905,3.401361,1.360544,24.897959,23.401361,1.496599
South Dakota,Kingsbury,46077,4939,6,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,4861,6.048138243,6.583007612,5.513268875,3.744085579,1.974902283,4.854968114,4.484673935,5.019543304,11.52026332,11.9317013,18.10327093,12.26085168,6.006994446,3.497222794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16457519,0,0,0,0,0,0,0,0.123431393,0.082287595,0,0,0,0,0.123431393,0,0,0,0,0,0,0.041143798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205718988,0.205718988,0,0.123431393,0,0,0.411437976,0.822875951,0.740588356,0,0.123431393,0.246862785,0,0,0,0,1.028594939,1.110882534,4.772680518,4.114379757,3.990948365,1.228105,43.970203,39.379907,4.590296,4.006443,0.342259,0.14093,0.060399,0.040266,0.020133,0.120797,3.36219,0.543588,4.570163,29.051741,24.56211,4.489632,1.832092,2.65754,17.173344,14.153413,3.019932
South Dakota,Lake,46079,12797,22,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,11900,5.529411765,2.672268908,8.336134454,3.512605042,4.386554622,7.361344538,5.025210084,6.722689076,9.983193277,11.71428571,17.64705882,15.24369748,4.319327731,1.949579832,0,0,0,0,0.134453782,0.588235294,0.084033613,0.067226891,0,0.016806723,0,0,0,0,0,0,0,0,0.016806723,0.016806723,0.201680672,0,0.285714286,0,0.016806723,0,0,0,0,0.571428571,0,0,0.134453782,0.084033613,0,0,0.789915966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18487395,0.067226891,2.033613445,0,0.016806723,0.151260504,0,0,0,0,0,1.075630252,1.445378151,5.630252101,4,2.554621849,0.167011,45.840624,42.373151,3.467473,2.799427,0.445363,0.222682,0,0,0.206776,0.05567,1.709878,0.262446,3.761731,24.343884,21.950056,2.393829,1.208844,1.184985,12.836011,11.802131,1.033879
South Dakota,Lawrence,46081,25844,33,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,23474,4.558234643,5.197239499,4.856436909,3.288744994,3.450626225,7.898100026,6.006645651,5.836244355,10.80344211,11.63840845,16.19664309,12.35409389,5.401721053,2.112976059,0,0.110760842,0,0.042600324,0.153361166,0.383402914,0.213001619,0.076680583,0,0,0,0.16188123,0,0,0.221521684,0.008520065,0.093720712,0.195961489,0.511203885,0.852006475,0.195961489,0.170401295,0.085200648,0.136321036,0.247081878,0,0,0,0,0,0,0,0.034080259,0.213001619,0.647524921,0.127800971,0.34080259,0,0.153361166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153361166,0,0,0,0,0.545284144,0.153361166,0.468603561,0.315242396,0.715685439,0,0.656044986,0.221521684,0.255601943,0.187441425,0,0.604924597,0,0.255601943,0.255601943,0.630484792,2.104455994,5.759563773,5.035358269,4.404873477,0.317033,45.69232,38.860268,6.832052,5.246889,1.034319,0.408179,0.075295,0.067369,0.051518,0.118887,3.796465,0.178331,2.38567,25.101054,21.229294,3.87176,1.129429,2.742332,18.578109,14.57161,4.006499
South Dakota,Lincoln,46083,61128,96,,,,,,,No,No,No,>10 People Prohibited,Yes,No,No,Yes,52001,7.88830984,8.153689352,8.711370935,4.184534913,2.073037057,4.765292975,6.372954366,7.834464722,14.68817907,11.90361724,10.94978943,7.2460145,2.64610296,1.292282841,0.057691198,0.042306879,0.019230399,0.169227515,0,0.053845118,0.138458876,0,0.580758062,0.169227515,0.01153824,0,0,0,0,0.211534394,0.01153824,0,0,0,0,0.061537278,0,0.253841272,0.115382396,0.01153824,0,0,0.042306879,0.199996154,0,0,0,0,0,0.092305917,0.303840311,0.219226553,0,0,0,0,0,0,0,0,0,0,0,0.026922559,0,0,0,0,0,0,0.303840311,0.123074556,0.219226553,0.057691198,0.173073595,0.130766716,0.192303994,0.184611834,0.33076287,0.053845118,0.053845118,0.026922559,0,0,0.146151036,0.146151036,1.042287648,0.730755178,3.003788389,1.438433876,1.715351628,0.553593,50.739338,46.949776,3.789562,2.560367,0.515351,0.324143,0.30047,0.08923,0.014568,0.047347,0.355101,0.207597,2.492989,26.215537,22.338566,3.876971,1.030703,2.846269,8.919401,7.296864,1.622537
