state,county,Total,ar_Under_1_years_White,ar_1_to_9_years_White,ar_10_to_14_years_White,ar_15_to_17_years_White,ar_18_and_19_years_White,ar_20_to_24_years_White,ar_25_to_29_years_White,ar_30_to_34_years_White,ar_35_to_44_years_White,ar_45_to_54_years_White,ar_55_to_64_years_White,ar_65_to_74_years_White,ar_75_to_84_years_White,ar_85_years_and_over_White,ar_Under_1_years_Black,ar_1_to_9_years_Black,ar_10_to_14_years_Black,ar_15_to_17_years_Black,ar_18_and_19_years_Black,ar_20_to_24_years_Black,ar_25_to_29_years_Black,ar_30_to_34_years_Black,ar_35_to_44_years_Black,ar_45_to_54_years_Black,ar_55_to_64_years_Black,ar_65_to_74_years_Black,ar_75_to_84_years_Black,ar_85_years_and_over_Black,ar_Under_1_years_Native,ar_1_to_9_years_Native,ar_10_to_14_years_Native,ar_15_to_17_years_Native,ar_18_and_19_years_Native,ar_20_to_24_years_Native,ar_25_to_29_years_Native,ar_30_to_34_years_Native,ar_35_to_44_years_Native,ar_45_to_54_years_Native,ar_55_to_64_years_Native,ar_65_to_74_years_Native,ar_75_to_84_years_Native,ar_85_years_and_over_Native,ar_Under_1_years_Asian,ar_1_to_9_years_Asian,ar_10_to_14_years_Asian,ar_15_to_17_years_Asian,ar_18_and_19_years_Asian,ar_20_to_24_years_Asian,ar_25_to_29_years_Asian,ar_30_to_34_years_Asian,ar_35_to_44_years_Asian,ar_45_to_54_years_Asian,ar_55_to_64_years_Asian,ar_65_to_74_years_Asian,ar_75_to_84_years_Asian,ar_85_years_and_over_Asian,ar_Under_1_years_PI,ar_1_to_9_years_PI,ar_10_to_14_years_PI,ar_15_to_17_years_PI,ar_18_and_19_years_PI,ar_20_to_24_years_PI,ar_25_to_29_years_PI,ar_30_to_34_years_PI,ar_35_to_44_years_PI,ar_45_to_54_years_PI,ar_55_to_64_years_PI,ar_65_to_74_years_PI,ar_75_to_84_years_PI,ar_85_years_and_over_PI,ar_Under_1_years_Hispanic,ar_1_to_9_years_Hispanic,ar_10_to_14_years_Hispanic,ar_15_to_17_years_Hispanic,ar_18_and_19_years_Hispanic,ar_20_to_24_years_Hispanic,ar_25_to_29_years_Hispanic,ar_30_to_34_years_Hispanic,ar_35_to_44_years_Hispanic,ar_45_to_54_years_Hispanic,ar_55_to_64_years_Hispanic,ar_65_to_74_years_Hispanic,ar_75_to_84_years_Hispanic,ar_85_years_and_over_Hispanic,ar_Under_1_years_With_a_disability,ar_Under 5 years_ With a disability,ar_5 to 17 years_ With a disability,ar_18_to_34_years_With_a_disability,ar_35_to_64_years_With_a_disability,ar_65_to_74_years_With_a_disability,ar_75_years_and_over_With_a_disability
Nevada,Eureka,1725,39,44,66,45,42,16,1,58,97,173,166,96,21,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,18,0,0,0,0,8,0,12,0,0,0,0,0,24,16,76,26,47
Nevada,Humboldt,14803,556,353,798,312,188,401,460,596,935,1034,1093,634,302,53,0,0,0,0,0,10,5,11,11,1,0,17,0,0,8,104,41,17,9,11,55,29,38,82,63,25,0,0,0,0,0,0,0,0,0,0,14,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,190,277,113,45,124,140,290,331,263,202,49,80,0,1,1,56,99,429,219,193
Nevada,Lander,5178,190,321,357,145,37,183,105,159,387,318,431,242,89,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,9,1,1,0,10,9,14,12,18,7,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,139,28,126,72,38,89,21,94,99,85,87,15,12,0,0,0,19,29,105,54,36
Nevada,Lincoln,4614,34,86,87,96,50,134,163,113,216,261,361,421,180,0,0,0,8,9,9,54,61,15,10,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,7,7,59,53,13,75,26,0,35,0,0,0,0,48,17,124,209,124
Nevada,Lyon,45271,1190,1645,1138,791,442,1013,1251,1338,2442,2969,3637,3383,1493,316,0,0,0,9,4,9,75,0,125,47,46,0,14,21,15,46,34,32,20,8,99,102,21,124,41,58,11,5,0,0,0,0,0,16,7,9,7,31,55,33,0,10,0,0,0,0,0,0,0,0,0,5,0,7,0,0,401,529,315,215,160,354,408,389,667,476,392,236,75,0,122,122,389,411,1827,1304,979
Nevada,Mineral,2975,71,31,18,40,0,67,119,92,83,192,317,245,170,39,0,6,13,5,5,1,0,0,8,5,0,2,18,0,43,54,54,18,5,22,29,39,38,59,98,16,12,4,0,0,0,2,0,0,0,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,4,1,0,2,13,15,8,38,79,25,0,1,3,3,0,35,170,71,107
Nevada,Nye,36290,691,652,938,524,268,759,825,789,1557,2185,3348,3506,2083,361,58,0,0,0,0,8,55,7,226,63,165,75,37,3,29,7,2,5,0,3,45,51,36,43,78,0,33,0,0,0,30,30,0,14,0,0,0,47,84,26,21,0,0,0,0,0,0,0,0,5,0,0,0,72,0,0,172,214,357,196,110,220,239,209,538,250,319,233,96,44,5,5,263,587,2027,1530,1201
Nevada,Pershing,5369,107,74,171,91,33,125,258,366,548,604,493,312,193,2,0,0,0,5,0,47,44,35,53,94,0,11,0,0,8,7,6,0,0,5,12,28,24,28,10,7,0,0,0,0,0,0,3,0,5,0,7,9,1,33,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,55,58,21,52,27,83,111,156,215,121,109,75,0,0,3,3,31,0,91,110,45
Nevada,Storey,3519,57,53,33,39,34,90,75,60,216,266,296,327,203,16,0,0,0,0,0,0,0,0,4,4,6,12,0,0,0,0,0,0,0,1,0,0,0,39,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,8,2,0,22,7,0,0,0,0,0,0,0,0,191,117,162
Nevada,Washoe,355208,9989,10012,10513,6169,3986,11265,13885,12467,21513,24230,24981,19720,7976,2422,420,360,260,212,156,558,621,386,819,807,670,376,172,39,210,231,255,120,86,403,288,269,529,449,426,183,85,10,555,558,648,482,286,730,1032,852,1321,1605,1297,931,439,86,46,82,99,33,28,148,172,105,256,136,104,45,53,9,5271,5426,5449,3033,1906,4933,4884,4353,7516,6468,3759,1737,644,195,313,313,2154,3651,10329,5634,5020
Nevada,White Pine,8335,323,224,270,152,128,227,421,361,680,615,719,424,235,58,0,0,0,3,13,59,95,54,160,99,26,0,0,0,5,50,9,24,8,2,0,2,31,5,9,21,16,0,10,0,0,0,0,0,6,6,10,0,24,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,2,0,32,40,76,44,33,64,202,79,189,73,84,12,19,0,0,0,58,46,292,99,157
Nevada,Carson City,43725,1082,1164,1132,731,460,1364,1464,1286,2379,3311,3368,2733,1227,561,30,30,35,53,2,46,39,29,87,77,184,108,0,1,11,14,41,54,20,56,58,47,128,68,99,41,13,0,12,11,64,7,0,66,39,84,192,116,107,13,0,9,0,0,0,0,0,0,0,17,16,0,4,0,0,0,582,537,771,341,225,566,584,562,900,832,494,235,42,55,235,235,636,1394,1836,973,914
New Hampshire,Belknap,58506,1284,1688,1421,1112,575,1594,1528,1494,3071,4155,4942,3730,1321,835,0,32,0,0,16,22,0,4,32,48,40,0,7,0,0,9,0,0,0,0,0,1,23,68,10,23,0,0,0,0,0,0,0,22,0,0,0,26,55,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,22,47,26,63,1,56,35,20,7,138,29,8,0,0,48,48,421,584,1909,1118,884
New Hampshire,Carroll,46509,876,1179,1012,856,476,1080,1019,1013,2144,3199,4279,3774,1598,659,0,0,21,7,26,2,18,58,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,33,11,2,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,21,115,50,13,19,0,71,0,56,9,24,0,0,0,179,303,1573,990,950
New Hampshire,Cheshire,72655,1643,1804,1868,1230,1426,2736,2235,2029,3657,4853,5617,3983,1748,632,0,0,55,3,27,119,0,27,44,22,3,31,0,17,4,0,0,0,0,0,1,0,0,2,7,6,8,0,0,63,35,75,19,4,0,27,174,38,28,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,79,13,58,68,108,110,4,48,114,11,67,24,0,0,19,19,330,785,2023,1135,1298
New Hampshire,Coos,30086,593,758,746,517,290,895,847,790,1497,2418,2726,2065,954,311,13,0,0,49,16,69,153,132,378,57,15,0,8,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,21,0,7,9,0,12,6,2,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,37,35,13,26,16,67,120,98,130,119,17,0,2,0,0,0,300,430,1497,604,582
New Hampshire,Grafton,83035,1732,2093,1830,1345,1731,3412,2606,2314,4093,5304,6539,4843,2247,871,0,9,37,15,113,152,126,26,92,6,4,3,4,7,0,0,14,30,0,5,4,0,24,59,37,4,0,0,134,66,74,9,174,351,135,159,132,208,76,0,51,0,0,0,0,0,0,0,2,0,5,8,0,1,0,0,26,112,29,53,77,182,111,105,125,71,71,5,37,0,5,5,484,745,2607,1166,1592
New Hampshire,Hillsborough,368550,9343,10194,10996,7202,4537,11900,12319,11787,22004,28570,27841,16376,7109,2561,389,365,594,317,139,699,484,521,939,945,501,259,14,30,6,0,6,35,0,35,15,0,33,98,20,3,7,0,526,434,582,303,132,670,897,857,1473,1216,603,408,136,34,0,0,0,0,0,17,0,35,0,17,0,0,0,0,1290,1218,1463,712,472,1337,1205,1182,1938,1474,812,404,123,45,121,121,2582,3204,9293,4304,4365
New Hampshire,Merrimack,140759,3240,3654,4039,2614,1965,4548,4178,4168,8282,10446,10833,7025,2791,1358,100,64,130,73,58,153,47,68,247,110,39,42,0,0,20,5,17,8,0,0,12,14,24,17,4,0,0,0,199,54,37,71,94,219,197,97,138,218,88,5,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,167,96,43,106,182,90,136,277,148,72,86,0,4,89,89,823,1236,3771,1752,1959
New Hampshire,Rockingham,289348,6659,7448,8949,5803,3093,8476,8474,8124,16480,23540,23480,14598,5992,2100,93,77,0,29,39,83,154,64,228,236,129,90,48,0,0,0,0,10,22,0,0,0,7,8,43,0,0,0,138,220,222,144,45,156,146,258,507,333,301,107,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,426,416,218,137,409,418,437,681,520,284,97,82,0,87,87,1673,1713,5372,2964,3588
New Hampshire,Strafford,119002,2885,3193,3077,1988,2602,6282,3923,3599,6540,8058,7996,4967,2264,649,0,75,58,0,23,76,129,32,78,98,57,53,18,0,0,4,0,0,6,0,0,13,0,13,19,0,0,0,73,90,157,65,72,248,232,182,458,228,197,58,21,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,127,122,127,81,95,210,109,157,197,187,114,25,22,0,39,39,698,1039,3016,1462,1313
New Hampshire,Sullivan,41564,937,1111,1134,770,440,1128,1134,1118,2257,3095,3436,2534,1070,335,0,0,34,1,1,5,84,76,14,19,0,0,0,0,0,0,0,18,0,22,0,0,0,25,18,0,0,0,0,1,0,0,0,0,26,39,125,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,59,29,51,77,5,4,14,27,0,3,0,0,4,4,200,290,1175,606,625
New Jersey,Atlantic,178914,4277,4446,4943,3177,2065,5670,5287,4750,9895,12633,13992,9616,4806,1538,1398,1313,1473,866,651,1685,1393,1082,2107,2707,2158,1267,644,137,26,60,70,22,22,29,29,37,13,26,84,34,14,4,549,619,956,520,277,674,586,579,1246,1601,1520,876,334,62,0,0,0,0,0,0,0,0,40,0,26,7,0,0,2375,2344,2352,1311,775,2017,2048,1931,3571,3054,1941,915,427,19,116,116,1560,1771,6783,3454,3375
New Jersey,Bergen,663672,16640,18394,20983,13590,7995,19318,17531,18070,40024,49159,47560,30511,15864,7678,1475,1593,1833,1153,770,1990,1874,1934,3688,4015,3093,1789,799,234,23,66,30,44,34,10,44,47,46,151,116,97,10,1,4005,4810,4377,2777,1419,3880,4255,5430,12310,11217,8891,5131,2673,445,9,7,0,0,9,15,5,45,45,8,25,0,0,0,6723,6673,6740,4058,2624,6590,6895,7415,14813,12245,7810,3706,1534,596,65,65,2846,3323,11062,6160,10244
New Jersey,Burlington,322158,7554,8603,9982,6305,3351,9956,10007,8975,19228,24377,24263,15165,7367,3010,1888,2338,2276,1788,1026,3599,3059,2303,4454,5641,4333,2398,1216,365,6,2,12,0,0,10,14,6,25,13,0,15,22,0,717,792,819,408,175,544,687,746,1770,1512,1186,787,369,63,0,18,0,0,0,0,18,0,16,34,0,0,0,0,1536,1475,1515,848,571,1909,1719,1656,2757,2088,1370,598,241,67,34,34,2556,2763,9425,4014,5527
New Jersey,Camden,320830,8481,8609,9508,5900,3286,8882,10507,10523,19399,22698,23468,14910,6952,2833,3288,3923,3314,2275,1351,3731,3480,3209,5606,5866,4880,2691,1301,301,13,52,54,60,0,66,34,0,82,94,113,5,74,0,848,1062,835,602,324,860,979,956,2176,2032,1579,1074,536,105,0,0,0,9,0,10,37,0,12,0,0,0,34,0,4278,4000,4038,2125,1326,3311,3655,3321,5800,4451,2800,1375,549,206,193,193,3889,4909,11788,4679,5428
New Jersey,Cape May,85531,1912,1901,2140,1308,937,2524,2378,2112,3727,5448,6991,6084,3080,1047,139,212,105,36,85,266,150,61,281,361,273,144,99,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,33,89,49,0,6,5,0,115,25,83,11,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,424,306,420,181,167,297,350,314,491,371,209,80,40,21,7,7,314,697,2328,1414,1896
New Jersey,Cumberland,103099,3098,3400,3298,1884,1027,2924,3905,3361,6513,6787,6680,4825,2303,795,958,957,787,683,296,1259,1439,1916,2974,2255,1530,761,348,115,11,19,89,60,6,2,57,8,91,75,121,59,16,4,75,114,35,91,64,50,87,104,172,123,80,45,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2354,2660,1976,1187,669,1818,2116,2213,3699,2581,1645,871,345,122,89,89,953,1206,3530,1565,1417
New Jersey,Essex,334450,9888,10512,10744,6278,4057,9571,9906,9831,22280,25596,22604,13880,6484,3457,10692,10591,10709,6595,4132,11722,11976,10098,19546,20124,16035,8572,3698,1150,54,38,0,0,44,57,72,38,163,136,143,106,14,0,1074,1353,1284,731,540,1279,1197,1463,3453,2929,2136,1453,623,130,0,7,0,10,0,0,0,26,10,7,14,0,4,0,8458,7690,6882,3820,2468,6732,7414,7761,14994,11865,7348,3808,1419,464,189,189,4742,5838,16052,5363,6391
New Jersey,Gloucester,237686,5931,7088,7525,4968,2827,7587,7478,6857,14277,17986,16890,10462,4490,1676,937,934,1051,669,530,1193,936,818,1614,2067,1780,928,488,63,0,0,0,0,0,22,33,0,0,22,28,0,0,0,205,359,406,174,118,299,259,285,636,562,388,391,66,11,0,0,0,0,0,0,0,0,29,0,0,0,0,0,777,898,907,493,320,729,711,749,1293,912,550,264,43,70,59,59,1555,2205,7381,2970,3426
New Jersey,Hudson,368360,11769,10045,8897,4981,3386,10850,18569,19390,30016,24582,20755,12282,6627,2504,2951,2218,2672,1656,1110,3758,3795,3262,5841,5400,3782,2099,925,282,80,20,108,83,0,32,34,48,393,143,117,41,29,0,3559,1871,1818,852,665,3361,7368,8627,10013,4576,3887,2526,1095,223,27,0,98,22,1,59,0,0,15,34,0,0,0,0,10930,10079,9257,5678,3707,10533,12174,12207,22171,18680,13898,7595,3957,1226,167,167,2723,3616,11415,4747,5310
New Jersey,Hunterdon,113719,2182,2754,3849,2622,1392,3487,2314,2305,5706,9617,10186,5997,2577,891,18,33,112,348,394,798,290,14,72,53,204,118,34,0,0,0,0,0,0,35,0,0,0,10,0,0,0,0,125,200,91,94,15,186,122,160,378,400,324,294,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,363,382,287,193,137,494,253,295,637,553,301,136,38,0,18,18,533,400,1897,1243,1410
New Jersey,Mercer,234759,6110,5901,6953,4233,4231,9195,7531,7061,14326,16779,16444,10396,5148,1869,2533,2659,2581,1630,1158,3066,3035,2267,4739,4878,4080,2037,967,238,0,0,15,11,0,8,26,52,17,98,12,10,30,0,893,1193,1564,785,670,1599,1179,1200,3481,3177,1922,1026,540,127,0,16,0,0,0,25,0,28,0,0,0,0,0,0,3186,2796,2699,1446,1094,2691,2836,2956,5747,4376,2247,916,355,95,24,24,1723,2503,7365,2571,3417
New Jersey,Middlesex,487018,12952,12885,13423,8880,7303,16709,17167,14958,28437,34546,35211,21898,10253,5168,2419,2316,3241,2081,1311,3519,2879,3087,5720,6215,4366,2127,927,135,54,124,31,27,0,63,15,140,148,150,82,32,7,0,6624,7582,6727,3674,2724,5575,6289,8250,19228,13675,9556,5572,2559,573,0,13,10,0,17,20,12,0,10,9,18,0,0,0,7995,7031,7186,4086,2857,7020,6869,6731,13230,10958,6817,3123,1249,472,300,300,3719,3677,11905,6130,8595
New Jersey,Monmouth,513711,12175,14286,16478,10865,6172,15227,13251,12760,27996,40256,40401,24709,10830,4308,1045,1185,1728,842,786,1720,1576,1343,2542,3062,2560,1409,725,248,16,41,32,5,0,51,106,28,221,12,19,17,10,43,787,1049,1271,821,376,1001,915,848,2245,2694,2363,1301,521,168,0,0,0,0,0,0,0,0,20,18,0,3,0,0,3417,3380,2999,1635,1032,2457,2447,2654,5355,4156,2545,1083,495,133,130,130,2869,3442,11031,4858,6910
New Jersey,Morris,403998,9628,10982,13456,8859,5351,12286,10193,10352,22819,32903,30083,18353,8862,3928,514,419,630,325,319,657,512,553,1121,1282,1095,473,202,65,0,35,0,0,0,51,0,0,44,108,45,24,0,15,1542,1642,1721,944,490,1363,1351,2081,4191,3715,2812,1725,894,126,0,0,14,13,0,0,0,0,0,12,0,0,0,0,2534,2508,2583,1456,953,2471,2579,2686,5418,4901,2835,1179,498,71,40,40,1559,2217,6184,3281,6095
New Jersey,Ocean,539689,19035,16958,17902,9896,5349,14375,14967,13936,26698,32516,34377,29553,17152,6886,487,636,595,553,322,763,806,560,1097,1189,1118,635,304,56,0,0,12,0,5,19,0,0,0,0,49,29,23,0,328,391,365,234,138,334,345,286,706,722,704,426,221,72,71,5,6,0,0,0,32,0,0,38,0,0,0,0,2778,2458,2885,1448,873,2049,1991,2276,3935,3158,1934,1014,460,248,43,43,2952,3341,12940,7470,10482
New Jersey,Passaic,313306,9748,9969,9562,6027,4041,9752,9870,9673,19506,21530,21314,13220,6676,2562,1998,1754,2017,1256,789,2246,2271,1662,3105,3585,2897,1539,734,185,162,101,84,35,9,23,107,70,103,126,127,4,5,22,694,1027,678,546,317,807,938,989,1883,1752,1664,990,338,181,0,7,0,0,7,13,0,50,15,16,0,0,0,0,9387,8465,8235,4887,3126,8117,8280,7797,14787,12713,9086,4760,1926,598,39,39,1825,2458,7153,3438,4560
New Jersey,Salem,51120,1267,1534,1396,1020,605,1384,1475,1414,3163,3606,3868,2630,1186,454,253,338,205,202,109,320,303,116,573,435,532,324,167,40,0,0,11,0,12,0,0,0,12,15,25,10,10,0,29,31,6,7,0,26,10,15,38,36,24,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,326,270,171,126,222,214,228,540,245,233,27,15,3,12,12,544,380,1763,796,789
New Jersey,Somerset,222500,5058,5799,7505,4906,2670,6617,5378,5963,12288,17840,17800,9748,4756,2069,942,771,1533,825,495,1056,932,935,2019,2449,1864,911,321,134,109,46,32,27,0,0,12,9,28,61,62,0,21,0,1681,2035,2620,1174,607,1281,1406,1841,5115,4745,2794,1593,745,232,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2110,1948,2147,1217,739,1819,1811,1938,4110,3399,2002,735,252,104,30,30,1196,1345,4284,1709,3196
New Jersey,Sussex,132221,3004,3487,4153,2875,1536,4133,3614,3253,7318,10965,11167,6755,2717,673,89,54,125,128,102,54,159,98,309,247,151,135,56,11,0,0,0,0,0,22,0,5,0,0,10,0,0,0,40,66,198,126,33,80,105,64,220,230,177,95,58,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,387,514,416,282,199,478,390,382,857,808,469,272,30,16,6,6,468,1009,3208,1484,1349
New Jersey,Union,310654,8961,9670,9936,5969,3693,8372,8849,9100,19789,23385,22021,13073,6764,2856,3134,3631,3483,2440,1603,4179,4051,3526,7196,8118,6497,3691,1631,521,52,63,72,28,32,92,49,149,204,99,41,9,6,17,830,848,792,486,239,623,839,1043,2428,1995,1571,948,430,61,0,0,0,0,0,0,15,0,0,23,0,0,0,3,7667,6958,6309,3665,2439,6374,6962,7276,14270,11687,7563,3535,1561,476,161,161,2490,2706,8321,3992,5013
New Jersey,Warren,94352,2077,2420,2742,1951,1100,2808,2608,2426,5107,7553,7546,4588,1988,979,188,193,144,148,100,187,117,80,417,400,251,115,55,0,0,3,0,5,0,9,0,5,2,30,20,3,0,0,34,67,72,124,31,47,187,46,253,238,143,122,12,7,0,0,0,0,12,0,0,0,3,0,0,0,0,0,400,399,445,243,163,396,341,382,797,635,331,186,6,22,24,24,465,675,2387,1259,1352
New Mexico,Bernalillo,501468,13967,14281,15724,9319,5598,16053,18166,18370,30934,31242,32928,23921,11400,3390,636,798,579,390,244,1126,858,827,1355,1469,1344,755,287,65,1003,1208,1348,672,444,1419,1681,1448,2198,1625,1175,734,222,109,343,307,579,261,207,511,581,569,1390,1163,787,561,218,65,0,0,0,0,0,0,24,0,60,25,32,0,0,0,12702,13320,14863,8209,5226,13312,13571,13080,21983,19066,15329,9263,4179,1253,180,180,3188,6095,18706,7280,8423
New Mexico,Catron,3504,3,57,115,114,0,93,75,38,63,172,375,534,193,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,67,0,19,1,0,4,95,33,72,19,6,0,0,28,10,91,172,160
New Mexico,Chaves,55609,1980,2168,2147,1368,965,1681,1777,1746,3105,3296,3158,2284,1209,497,0,0,0,71,29,136,19,44,31,62,92,49,13,10,0,24,79,66,0,48,35,0,29,64,100,71,0,31,0,0,0,0,31,6,0,1,45,41,51,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1583,1958,1595,1047,722,1500,1311,1294,2143,1990,1685,966,417,175,29,29,386,576,2157,1135,1197
New Mexico,Cibola,12624,323,245,307,234,144,311,543,539,1047,796,942,704,363,62,16,0,9,0,0,14,27,28,49,10,24,0,18,4,502,536,339,286,183,389,435,337,651,646,570,335,158,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,399,306,379,124,173,371,518,519,970,725,635,350,170,41,2,2,402,413,1295,702,564
New Mexico,Colfax,10673,264,410,188,234,105,303,284,283,536,650,806,806,508,48,0,7,1,3,0,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,12,0,20,0,19,17,9,0,0,0,0,0,0,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,320,97,171,81,218,210,192,343,397,418,299,182,37,0,0,20,138,607,341,306
New Mexico,Curry,33555,1201,1213,1097,627,511,1795,1879,1481,1833,1665,1864,1202,793,142,112,63,84,55,104,228,186,29,306,111,183,76,0,16,18,18,42,10,8,38,33,6,48,18,45,21,19,0,31,23,18,0,0,25,93,14,54,33,8,38,0,0,21,0,0,0,0,0,14,0,0,0,0,0,0,0,1043,917,1110,602,395,1079,914,823,1350,1050,764,432,172,52,52,52,283,490,1571,533,591
New Mexico,De Baca,1536,27,56,46,55,32,9,33,27,128,90,83,119,52,32,0,0,14,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,38,85,40,5,48,44,29,79,27,21,14,28,0,0,35,10,37,89,53
New Mexico,Dona Ana,189377,6448,6140,6838,3913,3502,10585,6349,5972,9530,9431,9950,8126,4268,1370,108,193,86,37,78,429,170,344,252,228,99,284,50,5,46,72,92,39,0,300,111,155,218,86,128,46,15,0,53,77,40,0,0,128,246,83,80,138,82,30,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5834,6183,6314,3606,2891,8040,5241,4745,7895,7071,6425,4003,2083,642,83,83,1436,1978,5091,2828,3493
New Mexico,Eddy,52273,1960,1827,1948,1183,686,1828,1920,1999,3094,3107,3262,2034,1048,384,0,66,80,0,6,0,0,106,107,47,28,10,63,4,11,36,148,23,14,63,0,0,22,99,35,10,4,0,0,2,1,0,14,13,0,18,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,1271,1126,698,461,1112,1104,1107,1723,1588,1279,750,374,68,54,54,195,405,1356,698,920
New Mexico,Grant,26268,697,856,738,460,281,677,612,656,1299,1327,1887,2005,1011,288,49,48,0,4,0,43,0,10,0,0,2,0,0,24,14,0,0,8,17,25,0,0,139,8,11,88,0,0,0,0,0,4,0,4,0,0,6,12,9,30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,502,555,569,342,136,618,413,387,773,730,767,633,407,85,4,4,188,169,1139,652,696
New Mexico,Guadalupe,3605,130,37,96,93,22,3,122,145,232,260,256,193,219,45,0,0,0,0,0,0,17,17,9,8,8,0,0,0,0,0,0,0,0,9,0,8,9,16,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,51,109,93,22,54,142,177,343,185,186,199,187,45,0,0,0,64,164,93,106
New Mexico,Harding,424,0,2,0,6,2,4,0,22,19,20,53,71,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,3,0,13,4,20,22,14,9,3,0,0,0,4,33,12,16
New Mexico,Hidalgo,4197,97,125,159,58,29,53,231,108,231,266,277,213,172,46,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,94,86,40,14,11,207,96,159,141,145,61,80,37,0,0,14,67,205,93,124
New Mexico,Lea,62145,2563,2594,3145,1441,872,2252,2390,2516,4089,3584,3308,1805,996,292,0,75,142,5,283,83,45,92,183,200,193,76,66,0,0,0,0,18,11,28,16,136,38,30,37,41,27,0,0,0,62,21,0,0,0,28,0,15,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2089,2058,2328,1136,680,1717,1728,1758,2727,2204,1604,698,338,57,0,0,403,477,1324,620,833
New Mexico,Lincoln,18236,396,409,535,184,193,429,384,438,885,975,1488,1451,796,263,0,0,0,0,0,0,0,13,0,15,18,0,0,0,0,0,0,0,58,7,8,4,8,0,26,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,307,226,147,163,260,94,210,452,305,378,182,152,69,0,0,114,287,522,338,611
